Basin,Name,Date,Time,Indicator,Status,Latitude,Longitude,Max_Wind_Speed,Min_Pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW,Radius_Max_Wind
AL051961,ESTHER,19610926,600,L,TS,41.7N,70.2W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051961,ESTHER,19610926,1100,L,TS,43.8N,69.9W,35,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061961,UNNAMED,19610914,1200,L,TS,34.4N,77.6W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061961,UNNAMED,19610914,2100,L,TS,37.1N,76.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061961,UNNAMED,19610915,600,L,TS,40.7N,73.2W,55,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061961,UNNAMED,19610915,700,L,TS,41.3N,72.7W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071961,FRANCES,19611001,800,L,TS,16.1N,61.6W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071961,FRANCES,19611003,500,L,TS,18.3N,68.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091961,HATTIE,19611031,1200,L,HU,17.1N,88.3W,130,924,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061962,UNNAMED,19620630,2100,L,TS,35.2N,75.8W,55,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011963,ARLENE,19630809,1530,L,HU,32.3N,64.8W,95,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041963,CINDY,19630917,1400,L,TS,29.6N,94.3W,55,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061963,EDITH,19630925,700,L,HU,14.0N,60.9W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061963,EDITH,19630927,1000,L,TS,18.1N,68.7W,60,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061963,EDITH,19630928,1800,L,TS,21.8N,72.2W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071963,FLORA,19630930,1800,L,HU,11.2N,60.7W,90,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071963,FLORA,19631004,100,L,HU,18.2N,73.0W,130,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071963,FLORA,19631004,1800,L,HU,20.0N,74.9W,105,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071963,FLORA,19631007,0,L,HU,20.7N,78.1W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071963,FLORA,19631010,600,L,HU,26.9N,66.5W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081963,GINNY,19631029,1730,L,HU,43.8N,65.8W,90,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091963,HELENA,19631028,200,L,TS,17.0N,61.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101963,UNNAMED,19630603,800,L,TS,35.2N,75.8W,50,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031964,ABBY,19640807,2030,L,TS,28.8N,95.6W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041964,BRENDA,19640808,1300,L,TS,32.3N,64.8W,45,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051964,CLEO,19640822,1700,L,HU,15.9N,61.3W,110,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051964,CLEO,19640822,1800,L,HU,16.0N,61.6W,110,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051964,CLEO,19640824,2000,L,HU,18.2N,73.7W,130,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051964,CLEO,19640825,1700,L,HU,19.9N,77.4W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051964,CLEO,19640826,700,L,HU,21.6N,79.0W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051964,CLEO,19640827,800,L,HU,25.8N,80.1W,95,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051964,CLEO,19640829,400,L,TS,31.2N,81.3W,50,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061964,DORA,19640910,600,L,HU,29.9N,81.3W,95,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5
AL101964,HILDA,19640929,1100,L,TS,21.9N,84.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101964,HILDA,19641003,2300,L,HU,29.5N,91.5W,90,959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL111964,ISBELL,19641013,1900,L,HU,21.7N,84.5W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111964,ISBELL,19641014,2100,L,HU,25.8N,81.4W,90,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL111964,ISBELL,19641016,1300,L,TS,34.7N,76.7W,60,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121964,UNNAMED,19641107,1000,L,TS,14.6N,83.3W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011965,UNNAMED,19650615,1100,L,TS,30.4N,86.9W,50,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031965,BETSY,19650829,800,L,TS,17.9N,62.9W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031965,BETSY,19650829,900,L,TS,18.2N,63.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031965,BETSY,19650907,2000,L,HU,25.3N,78.1W,105,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031965,BETSY,19650908,1100,L,HU,25.0N,80.5W,100,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL031965,BETSY,19650910,400,L,HU,29.2N,90.1W,115,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL051965,DEBBIE,19650929,2000,L,TS,29.1N,90.2W,35,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091965,UNNAMED,19651018,1500,L,TS,29.4N,81.1W,55,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011966,ALMA,19660608,800,L,HU,21.5N,82.9W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011966,ALMA,19660608,1200,L,HU,22.7N,82.7W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011966,ALMA,19660609,2100,L,HU,30.1N,84.2W,75,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL091966,INEZ,19660927,1700,L,HU,16.2N,61.6W,110,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091966,INEZ,19660929,1400,L,HU,17.7N,71.4W,140,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091966,INEZ,19660929,1900,L,HU,18.2N,72.6W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091966,INEZ,19660930,1400,L,HU,20.0N,75.7W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091966,INEZ,19661001,1500,L,HU,21.6N,79.5W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091966,INEZ,19661004,1800,L,HU,25.0N,80.5W,85,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL091966,INEZ,19661004,2300,L,HU,24.7N,81.3W,85,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL091966,INEZ,19661005,200,L,HU,24.6N,81.8W,85,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL091966,INEZ,19661010,1200,L,HU,22.8N,97.8W,100,961,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101966,JUDITH,19660929,2200,L,TS,13.8N,60.9W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121966,UNNAMED,19660629,1400,L,TS,22.7N,82.5W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121966,UNNAMED,19660701,2200,L,TS,29.3N,83.1W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031967,UNNAMED,19670618,200,L,TS,33.9N,78.3W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131967,BEULAH,19670907,1400,L,TS,14.0N,60.9W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131967,BEULAH,19670917,300,L,HU,20.5N,86.8W,110,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131967,BEULAH,19670917,500,L,HU,20.5N,87.3W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131967,BEULAH,19670920,1200,L,HU,25.9N,97.2W,110,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL141967,DORIA,19670917,0,L,TS,36.5N,75.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191967,FERN,19671004,800,L,TS,22.6N,97.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011968,ABBY,19680602,2300,L,TS,21.9N,84.5W,45,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011968,ABBY,19680604,1200,L,TS,26.7N,82.3W,55,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011968,ABBY,19680606,2200,L,TS,30.4N,81.4W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031968,CANDY,19680623,2230,L,TS,27.8N,97.1W,60,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141968,GLADYS,19681016,1500,L,TS,22.2N,83.4W,55,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141968,GLADYS,19681019,400,L,HU,28.7N,82.7W,85,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL161968,UNNAMED,19680911,1000,L,TS,40.6N,73.3W,55,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091969,CAMILLE,19690815,2200,L,HU,21.9N,84.3W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091969,CAMILLE,19690818,400,L,HU,30.3N,89.4W,150,900,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5
AL131969,FRANCELIA,19690903,2100,L,HU,16.2N,88.8W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161969,GERDA,19690910,100,L,HU,44.7N,67.3W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL231969,UNNAMED,19691001,1600,L,SS,30.4N,86.8W,40,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL241969,JENNY,19691002,2100,L,TS,26.1N,81.8W,40,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL291969,MARTHA,19691124,1800,L,TS,8.8N,81.1W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021970,BECKY,19700722,1000,L,TS,29.7N,85.3W,40,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041970,CELIA,19700801,0,L,TS,21.9N,84.3W,35,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041970,CELIA,19700803,2100,L,HU,27.8N,97.1W,120,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL081970,UNNAMED,19700817,1100,L,TS,34.7N,76.7W,50,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081970,UNNAMED,19700817,1700,L,TS,35.6N,75.5W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091970,DOROTHY,19700820,1900,L,TS,14.5N,60.8W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121970,ELLA,19700910,930,L,TS,20.5N,87.3W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121970,ELLA,19700912,1000,L,HU,23.9N,97.7W,110,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131970,FELICE,19700916,200,L,TS,29.5N,94.5W,60,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031983,ALICIA,19830818,700,L,HU,29.1N,95.1W,100,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL041983,BARRY,19830825,1100,L,TD,27.9N,80.6W,30,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041983,BARRY,19830828,1725,L,HU,25.4N,97.4W,70,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101984,DIANA,19840913,700,L,HU,33.9N,78.0W,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL021985,BOB,19850725,300,L,HU,32.2N,80.5W,65,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL041985,DANNY,19850815,1630,L,HU,29.6N,92.7W,80,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL051985,ELENA,19850902,1300,L,HU,30.4N,89.2W,100,959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL091985,GLORIA,19850927,530,L,HU,35.2N,75.6W,90,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL091985,GLORIA,19850927,1600,L,HU,40.6N,73.3W,75,961,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL101985,HENRI,19850924,2100,L,TS,40.8N,72.5W,35,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101985,HENRI,19850925,0,L,TD,41.3N,71.8W,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111985,ISABEL,19851010,2100,L,TS,30.6N,81.4W,35,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121985,JUAN,19851029,1100,L,HU,29.5N,91.4W,65,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL131985,KATE,19851121,2230,L,HU,30.0N,85.4W,85,967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL021986,BONNIE,19860626,1000,L,HU,29.6N,94.2W,75,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051986,CHARLEY,19860817,1400,L,HU,34.7N,76.5W,65,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL031987,UNNAMED,19870810,600,L,TS,29.5N,94.5W,40,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121987,EMILY,19870923,300,L,HU,18.3N,71.0W,95,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121987,EMILY,19870925,1145,L,HU,32.3N,64.7W,75,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131987,FLOYD,19871012,2100,L,HU,25.1N,80.5W,65,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL031988,CHRIS,19880828,1500,L,TS,32.0N,80.9W,40,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041988,DEBBY,19880903,0,L,HU,20.7N,97.3W,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071988,FLORENCE,19880910,200,L,HU,29.1N,89.3W,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081988,GILBERT,19880912,1700,L,HU,17.8N,76.8W,115,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081988,GILBERT,19880914,1500,L,HU,20.7N,87.0W,140,900,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081988,GILBERT,19880916,2200,L,HU,24.2N,97.8W,110,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111988,JOAN,19881015,100,L,TS,12.1N,61.8W,45,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111988,JOAN,19881017,600,L,TS,12.0N,71.2W,55,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111988,JOAN,19881022,1000,L,HU,11.9N,83.7W,125,932,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121988,KEITH,19881121,800,L,TS,21.2N,86.8W,60,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121988,KEITH,19881123,700,L,TS,27.3N,82.6W,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021989,ALLISON,19890626,1300,L,TS,28.7N,95.7W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041989,CHANTAL,19890801,1300,L,HU,29.6N,94.4W,70,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL051989,DEAN,19890808,1300,L,TS,46.9N,55.9W,55,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111989,HUGO,19890917,500,L,HU,16.3N,61.3W,120,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111989,HUGO,19890918,600,L,HU,17.7N,64.8W,120,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL111989,HUGO,19890918,1200,L,HU,18.2N,65.5W,110,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL111989,HUGO,19890918,1300,L,HU,18.3N,65.6W,110,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL111989,HUGO,19890922,400,L,HU,32.8N,79.8W,120,934,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL141989,JERRY,19891016,30,L,HU,29.2N,95.0W,75,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051990,DIANA,19900805,2000,L,TS,19.0N,87.6W,55,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051990,DIANA,19900807,1900,L,HU,20.9N,97.0W,85,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031991,BOB,19910819,1720,L,HU,41.2N,71.6W,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL031991,BOB,19910819,1800,L,HU,41.4N,71.4W,85,964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031991,BOB,19910820,130,L,TS,44.1N,69.1W,60,981,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,ERIKA,19910912,300,L,TS,37.7N,25.9W,35,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091991,FABIAN,19911015,2100,L,TS,21.5N,82.8W,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091991,FABIAN,19911016,0,L,TS,22.4N,81.8W,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121991,UNNAMED,19911102,1400,L,TS,44.6N,63.5W,45,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041992,ANDREW,19920823,2100,L,HU,25.4N,76.6W,140,923,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041992,ANDREW,19920824,100,L,HU,25.4N,77.8W,130,931,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041992,ANDREW,19920824,840,L,HU,25.5N,80.2W,145,926,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041992,ANDREW,19920824,905,L,HU,25.5N,80.3W,145,922,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL041992,ANDREW,19920826,830,L,HU,29.6N,91.5W,100,956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL071992,DANIELLE,19920925,2200,L,TS,37.8N,75.5W,55,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021993,ARLENE,19930620,900,L,TS,27.1N,97.4W,35,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031993,BRET,19930807,700,L,TS,10.8N,60.8W,50,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031993,BRET,19930807,1000,L,TS,10.8N,61.8W,50,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031993,BRET,19930808,800,L,TS,11.0N,68.3W,40,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031993,BRET,19930810,1700,L,TS,11.1N,83.8W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041993,CINDY,19930814,1800,L,TS,14.5N,60.9W,35,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041993,CINDY,19930816,2100,L,TD,18.3N,71.0W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081993,GERT,19930915,1800,L,TS,11.8N,83.8W,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081993,GERT,19930918,0,L,TS,17.3N,88.1W,35,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081993,GERT,19930920,2100,L,HU,21.2N,97.5W,85,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011994,ALBERTO,19940703,1500,L,TS,30.4N,86.5W,55,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021994,UNNAMED,19940720,1400,L,TD,33.2N,79.2W,30,1015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031994,BERYL,19940816,0,L,TS,30.0N,85.6W,50,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051994,UNNAMED,19940831,600,L,TD,22.4N,98.0W,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061994,DEBBY,19940910,300,L,TS,14.0N,61.0W,55,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081994,UNNAMED,19940925,1800,L,TD,16.6N,88.4W,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,19941110,600,L,TD,14.0N,83.4W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,19941113,300,L,TS,17.9N,76.8W,35,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,19941113,1300,L,TS,20.0N,74.9W,40,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,19941115,1300,L,TS,24.6N,81.7W,45,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,19941116,1300,L,TS,26.5N,81.9W,45,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,19941121,300,L,TD,28.5N,80.6W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,19950605,1400,L,TS,29.9N,84.4W,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,19950605,1500,L,TS,30.1N,84.2W,55,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021995,BARRY,19950709,2130,L,TS,45.3N,61.0W,50,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021995,BARRY,19950709,2200,L,TS,45.6N,60.8W,45,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041995,DEAN,19950731,200,L,TS,29.2N,95.3W,40,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,19950802,615,L,HU,27.7N,80.3W,75,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40
AL051995,ERIN,19950803,1600,L,HU,30.3N,87.2W,75,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL061995,UNNAMED,19950806,2300,L,TD,21.5N,97.4W,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081995,GABRIELLE,19950811,2000,L,TS,23.7N,97.8W,60,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101995,IRIS,19950827,1800,L,TS,17.0N,61.9W,50,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101995,IRIS,19950827,2300,L,TS,17.7N,62.0W,55,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,19950823,1800,L,TS,27.0N,80.2W,35,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151995,MARILYN,19950914,2100,L,HU,15.5N,61.3W,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,19951004,2200,L,HU,30.3N,87.1W,100,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50
